speed,deceleration,deltadistance,delta_time,detection
6.94,0.1905,3.739,0.562635183,TRUE
6.94,-0.0121,3.5021,0.522101641,TRUE
6.94,-0.3031,4.8813,0.579110146,TRUE
6.94,0.1838,4.1104,0.553035975,TRUE
59.67,-0.45,58.6693,0.957566023,TRUE
59.67,3.7258,22.4871,0.542587042,TRUE
59.67,-2.5382,72.3772,1.065074444,TRUE
59.67,0.2483,204.5857,3.432950258,TRUE
59.16,3.534,21.6176,0.519981384,TRUE
59.16,-2.9819,71.0734,1.002572298,FALSE
58.13,1.816,49.1825,0.895015478,FALSE
58.13,-1.9692,34.002,0.522735357,FALSE
57.61,0.8861,25.4938,0.414932489,FALSE
57.61,5.1835,18.2455,0.524986506,FALSE
56.58,-9.3343,34.1933,0.450148582,FALSE
56.58,4.0155,26.0051,0.445019484,FALSE
56.58,2.6586,21.7892,0.472466946,FALSE
55.55,-1.8239,31.9483,0.567739248,FALSE
55.55,0.2322,31.7412,0.577558994,FALSE
55.04,0.0292,54.6728,1.000029802,FALSE
54.01,0.4732,22.6511,0.430011034,FALSE
54.01,-0.8365,34.2451,0.594984293,FALSE
52.98,0.9553,49.6417,1.03778553,FALSE
52.47,1.2301,18.6203,0.437548399,FALSE
52.47,-5.4198,36.2834,0.51777339,FALSE
50.92,3.6169,28.9191,0.587227345,FALSE
50.41,-1.0409,30.9347,0.56256032,FALSE
50.41,3.9382,18.6848,0.56018281,FALSE
48.87,-4.8135,26.8847,0.479980946,FALSE
48.87,1.511,22.5234,0.457486629,FALSE
47.32,3.8262,14.5182,0.447540522,FALSE
47.32,-5.7036,22.1584,0.403014183,FALSE
46.29,-1.1615,26.2014,0.436987877,FALSE
46.29,4.4487,19.3456,0.517523527,FALSE
44.24,-0.7623,24.5441,0.58755374,FALSE
44.24,-1.0296,26.6917,0.562488556,FALSE
42.18,1.0364,23.391,0.560126543,FALSE
42.18,1.0211,17.7372,0.47998023,FALSE
40.12,1.3362,14.1698,0.457738876,FALSE
40.12,-5.6632,24.9686,0.447426319,FALSE
39.09,5.401,14.5949,0.482474804,FALSE
39.09,0.0908,14.1694,0.47505331,FALSE
36.52,-1.939,22.2902,0.55262208,FALSE
36.52,1.8442,14.5482,0.452481747,FALSE
35.49,-4.7468,21.0225,0.410213232,FALSE
35.49,2.4025,22.0923,0.592456341,FALSE
34.46,2.5693,12.4926,0.512480021,TRUE
34.46,-2.2711,21.1373,0.570127964,TRUE
33.43,2.2585,12.4926,0.467550993,TRUE
33.43,-2.8916,18.8211,0.469982624,TRUE
32.4,1.0838,19.7241,0.582621098,TRUE
32.4,0.8689,13.3134,0.442551851,TRUE
29.32,0.052,83.0258,2.90272665,TRUE
27.77,-0.18,16.4221,0.555127144,TRUE
27.77,1.2663,9.9951,0.407621622,TRUE
26.75,-0.9415,16.1891,0.547400475,TRUE
26.75,1.9594,10.2583,0.527972221,TRUE
25.72,-1.5682,14.6111,0.529817104,TRUE
25.72,-0.0732,16.5211,0.590008974,TRUE
24.69,0.3472,13.3952,0.510004759,TRUE
24.69,1.4846,10.1928,0.565056562,TRUE
24.17,-1.6782,13.3127,0.505180836,TRUE
23.66,-0.3068,15.2533,0.544916391,TRUE
23.66,2.5364,7.6954,0.477619886,TRUE
22.63,-1.8967,14.7754,0.557825327,TRUE
22.63,1.1312,8.8588,0.402199507,TRUE
22.63,-0.5009,9.5996,0.400128126,TRUE
22.12,1.0634,8.203,0.417783499,TRUE
22.12,0.5393,8.5984,0.507224798,TRUE
21.6,-1.5243,12.2945,0.502552032,TRUE
21.6,0.3122,13.5762,0.599996567,TRUE
21.09,1.2711,7.544,0.440109015,TRUE
20.06,-0.4133,20.3165,0.96503067,TRUE
20.06,0.6351,7.8243,0.425115824,TRUE
19.03,-0.2871,10.8152,0.542589188,TRUE
19.03,0.664,8.2029,0.489948034,TRUE
18,-0.1354,17.6846,0.980099678,TRUE
17.49,-0.4219,9.7807,0.487545252,TRUE
17.49,1.0621,7.3795,0.495128393,TRUE
16.46,-0.5067,8.4006,0.48515892,TRUE
16.46,0.9215,6.7894,0.549943209,TRUE
14.91,-0.418,8.8423,0.597634554,TRUE
14.91,0.1406,5.8671,0.412400007,TRUE
13.88,-0.2502,8.0684,0.520415545,TRUE
13.88,0.8373,5.0825,0.422251225,TRUE
12.86,-0.3645,8.1835,0.579983234,TRUE
11.83,0.386,9.5997,0.895482063,TRUE
11.83,-0.3769,6.6082,0.522354603,TRUE
10.8,1.1827,3.2523,0.414921522,TRUE
10.8,-0.995,6.8057,0.525058746,TRUE
9.25,1.4889,2.8761,0.450077295,TRUE
9.25,-0.9395,4.6682,0.445009232,TRUE
8.74,0.5593,3.732,0.472477436,TRUE
8.74,0.2014,3.8476,0.567665339,TRUE
7.97,-0.1594,9.5012,1.115013123,TRUE
7.71,0.3277,3.2545,0.4626472,TRUE
7.45,-0.0163,7.3798,1.025256634,TRUE
7.45,-0.4637,5.2127,0.539977789,TRUE
7.45,0.3935,3.8478,0.497550011,TRUE
7.45,0.592,2.2721,0.437476158,TRUE
7.45,-0.0112,2.7172,0.517510891,TRUE
7.45,-0.2564,3.9531,0.587566376,TRUE
7.45,-0.0989,4.0913,0.56248188,TRUE
7.45,0.1676,3.559,0.560222626,TRUE
7.2,0.0757,5.3028,0.937436104,TRUE
7.2,0.5409,1.4692,0.447611094,TRUE
7.2,0.0201,1.5383,0.482671499,TRUE
7.2,-0.3889,2.3734,0.474854946,TRUE
7.2,0.339,1.7469,0.552635193,TRUE
7.2,-1747.6498,3510.1809,0.452468872,TRUE
7.2,1927.8,1.5535,0.410153151,TRUE
7.2,0.5874,0.2219,0.592518806,TRUE
7.2,-0.0748,0.3846,0.512487888,TRUE
7.45,-0.0949,0.7302,0.570052147,TRUE
45.78,1.4952,132.8787,1.747665167,TRUE
45.78,1.4952,132.8787,1.747665167,TRUE
43.21,1.4952,96.226,2.193578243,TRUE
43.21,-0.6306,25.6885,0.543896437,TRUE
39.09,0.1777,164.0669,4.091227531,FALSE
39.09,0.0588,58.7668,1.497704268,FALSE
37.55,0.228,32.5827,0.87390852,FALSE
37.55,-0.0233,37.3513,0.995733023,FALSE
37.55,-0.0086,73.7553,1.957629442,FALSE
33.43,0.1268,137.2578,4.235192299,FALSE
31.38,0.1656,27.4936,0.887827873,FALSE
30.86,-0.4442,33.8148,0.961818457,FALSE
30.35,1.524,15.4679,0.585886955,FALSE
29.83,-0.138,16.2124,0.595887423,FALSE
29.32,-1.8655,15.8568,0.447914124,TRUE
28.8,2.6063,10.8273,0.455912828,TRUE
28.29,-1.2708,17.43,0.565891981,TRUE
28.29,1.3292,11.1045,0.443924427,TRUE
27.77,-1.2074,16.205,0.5198915,TRUE
27.26,1.096,13.7737,0.543896198,TRUE
26.75,0.3119,12.7369,0.537897587,TRUE
26.75,-1.2564,13.7773,0.467911482,TRUE
26.23,0.8263,12.7369,0.501903057,TRUE
25.72,-0.0928,28.1356,1.067796469,TRUE
24.69,0.2434,22.174,0.917851448,TRUE
24.69,-0.531,15.1578,0.559865475,TRUE
24.17,0.4336,14.3585,0.583889246,TRUE
23.66,1.6516,8.2118,0.495927572,TRUE
23.66,-2.0546,14.5831,0.533875465,TRUE
23.66,1.215,11.5306,0.55789566,TRUE
23.14,-1.3438,14.5831,0.52789712,TRUE
22.63,1.3028,10.8802,0.517900705,TRUE
22.63,0.3374,9.0338,0.46391201,TRUE
22.12,-0.5544,12.5056,0.55591321,TRUE
22.12,-0.4428,9.8985,0.407900572,TRUE
22.12,-0.0101,10.8894,0.447916269,TRUE
21.6,1.7969,7.5789,0.475930452,TRUE
21.6,-1.9036,13.3243,0.519883633,TRUE
21.6,1.8286,7.579,0.417916059,TRUE
21.09,-0.5926,9.4291,0.453911543,TRUE
21.09,-0.1997,11.9235,0.545897484,TRUE
21.09,0.4122,8.2001,0.405922174,TRUE
20.57,0.2836,10.4729,0.561891079,TRUE
20.57,-0.8285,12.3219,0.535904408,TRUE
20.57,0.7282,9.8986,0.511899948,TRUE
20.06,-0.2256,12.2642,0.593884468,TRUE
20.06,0.5576,9.9065,0.563912868,TRUE
20.06,-0.5114,11.3617,0.557893515,TRUE
19.54,-0.0703,10.0581,0.485886812,TRUE
19.54,0.0424,10.001,0.487909794,TRUE
19.54,0.4381,9.6233,0.527898788,TRUE
19.54,-0.423,12.1509,0.587906361,TRUE
19.03,1.3748,6.6036,0.453891993,TRUE
19.03,-1.0631,12.2642,0.591908216,TRUE
19.03,0.5071,9.6754,0.535897255,TRUE
19.03,-0.4589,10.1498,0.49988389,TRUE
19.03,0.3532,9.4192,0.507903099,TRUE
18.51,-0.1353,11.08,0.573890448,TRUE
18.51,0.6597,8.9729,0.575894594,TRUE
18.51,-0.9079,11.2092,0.547890902,TRUE
18.51,0.7516,8.4119,0.501925468,TRUE
18.51,-0.3539,7.4135,0.407901049,TRUE
18,-0.0706,9.863,0.531896591,TRUE
18,0.9597,6.1484,0.421921253,TRUE
18,-1.0905,10.8805,0.535897493,TRUE
18,0.5305,7.7035,0.425902128,TRUE
18,0.19,9.2225,0.539913893,TRUE
18,-0.2152,10.1863,0.557893515,TRUE
17.49,-0.0148,8.7959,0.479910851,TRUE
17.49,1.2731,5.7885,0.459909678,TRUE
17.49,-1.3479,9.034,0.47790885,TRUE
17.49,0.5291,6.7889,0.403920889,TRUE
16.97,-0.3472,8.8904,0.48190999,TRUE
16.97,1.1054,5.9821,0.435919046,TRUE
16.97,-0.6609,10.3074,0.587885141,TRUE
16.46,-0.1593,8.2047,0.449919224,TRUE
16.46,-0.1447,8.9608,0.473905087,TRUE
16.46,1.0048,6.2237,0.421919346,TRUE
15.94,0.2523,7.579,0.567891598,TRUE
15.94,-0.6511,9.2695,0.549895048,TRUE
15.43,0.0484,7.8164,0.469910622,TRUE
15.43,0.3295,7.5614,0.503905773,TRUE
15.43,0.3983,6.0525,0.457928896,TRUE
14.91,-0.6024,7.3653,0.461892605,TRUE
14.91,0.4565,7.2597,0.535903692,TRUE
14.4,-0.645,7.4136,0.451909065,TRUE
14.4,1.0425,5.7887,0.52392149,TRUE
13.88,-0.6257,8.4699,0.579867363,TRUE
13.37,0.2584,7.0046,0.527899265,TRUE
12.86,0.4745,4.77,0.421919584,TRUE
12.86,-0.649,6.5115,0.457912683,TRUE
11.83,0.4441,6.0597,0.50390625,TRUE
11.83,0.6958,4.4466,0.527894735,TRUE
11.31,-1.2664,5.5771,0.41192317,TRUE
10.8,0.595,5.1379,0.477909565,TRUE
10.28,-0.1686,6.6641,0.569911957,TRUE
9.77,0.8372,3.9974,0.569869995,TRUE
9.25,-0.3334,5.0165,0.565889835,TRUE
8.74,-0.4283,5.0164,0.463913441,TRUE
7.97,0.4095,4.77,0.555894136,TRUE
7.71,0.334,3.698,0.54389596,TRUE
7.2,-0.2529,4.3748,0.537897587,TRUE
76.13,0.0047,760.3955,11.0897975,FALSE
67.9,0.0047,760.3955,11.0897975,TRUE
67.9,0.0241,213.2737,3.144498587,TRUE
67.9,0.3984,63.9269,1.000159502,TRUE
68.42,1.0577,25.6799,0.432064772,TRUE
67.9,-4.4374,45.2201,0.544087648,TRUE
67.9,3.0551,35.1212,0.520082951,TRUE
67.9,-0.1139,31.5796,0.464077234,TRUE
67.39,1.7713,26.5821,0.440072536,TRUE
67.39,-3.059,37.3475,0.496077299,TRUE
67.39,2.1916,36.2385,0.576094151,TRUE
67.39,-2.0503,29.0208,0.408113241,TRUE
66.87,0.1835,34.83,0.496032715,TRUE
66.87,0.9327,37.8928,0.584091663,TRUE
66.87,2.1142,26.0052,0.472074747,TRUE
66.87,-4.8484,33.4501,0.440069675,TRUE
66.36,2.1477,33.4008,0.512079716,TRUE
66.36,-1.7131,35.8373,0.488077879,TRUE
65.84,4.1797,25.2475,0.464077711,TRUE
65.84,-2.8004,37.0582,0.536094189,TRUE
64.81,1.7858,32.4264,0.544085741,TRUE
64.81,-1.2318,37.7555,0.568091869,TRUE
64.81,1.5931,32.3226,0.560089827,TRUE
64.3,-4.1294,39.3803,0.504082203,TRUE
64.3,3.6914,32.3997,0.560090303,TRUE
63.27,-1.9262,37.6942,0.55208683,TRUE
63.27,1.9591,32.2139,0.560091734,TRUE
62.24,0.4473,27.4527,0.496081591,TRUE
61.21,-2.7565,37.4351,0.536083937,TRUE
61.21,2.2922,30.2375,0.520084143,TRUE
61.21,-0.6355,36.6088,0.592092991,FALSE
60.18,1.3385,30.1344,0.552089214,TRUE
60.18,-1.1087,33.4485,0.55208993,FALSE
58.13,-1.1956,31.7878,0.480075121,FALSE
58.13,2.2078,27.8759,0.504080057,TRUE
56.58,0.5028,27.4275,0.520088911,TRUE
54.53,0.4385,51.25,1.06416297,TRUE
52.98,-0.7229,50.8065,0.928151131,TRUE
51.44,0.4514,51.0536,1.016165733,TRUE
50.41,0.1184,49.4716,1.008156776,TRUE
48.35,0.7709,24.7873,0.552085638,TRUE
48.35,-0.1454,22.9952,0.504098654,TRUE
47.32,-0.6926,27.6793,0.560075521,TRUE
45.27,0.6215,26.4478,0.576088667,TRUE
45.27,0.3905,25.8401,0.592093229,TRUE
43.21,1.2696,20.3,0.552111864,TRUE
43.21,-0.9296,21.9579,0.52806282,TRUE
42.18,-0.5983,24.3611,0.544086456,TRUE
42.18,2.0743,16.1893,0.456077814,TRUE
40.12,-1.715,19.2817,0.448070526,TRUE
40.12,0.4429,19.6579,0.48007679,TRUE
39.09,0.2638,19.6765,0.496078014,TRUE
39.09,1.1734,14.9895,0.432069302,TRUE
38.06,0.1422,18.1974,0.536087751,TRUE
38.06,-1.3667,18.6395,0.464076519,TRUE
36.01,1.4403,16.8637,0.512081623,TRUE
36.01,-1.6679,18.4257,0.456163168,TRUE
35.49,1.5795,16.224,0.495993853,TRUE
35.49,0.1375,14.1338,0.440076351,TRUE
34.46,-0.6375,20.892,0.584095478,TRUE
34.46,0.5634,18.0631,0.552092075,TRUE
34.46,-1.7514,16.963,0.42406559,TRUE
34.46,2.4697,13.3476,0.464081764,TRUE
34.46,-1.1891,20.1022,0.568086863,TRUE
34.46,0.3002,17.8655,0.528083086,TRUE
33.95,1.0517,12.492,0.424072742,TRUE
33.95,-2.5651,17.4235,0.432066202,TRUE
33.95,1.041,20.0712,0.584095001,TRUE
33.95,0.6652,16.7652,0.544084787,TRUE
33.95,-1.0755,17.8815,0.496075153,TRUE
33.95,1.0611,12.7553,0.400068521,TRUE
33.43,0.2028,16.5206,0.53609252,TRUE
33.43,-0.6156,20.3626,0.592092752,TRUE
33.43,-0.3799,16.158,0.448083639,TRUE
33.43,0.7077,13.3153,0.400056362,TRUE
32.92,0.0672,19.476,0.592094421,TRUE
32.92,0.0927,18.9025,0.58409214,TRUE
31.89,0.6355,15.763,0.54408741,TRUE
31.89,-0.7789,18.6226,0.560089111,TRUE
30.86,0.5418,15.1866,0.496076584,TRUE
30.86,1.0487,12.4918,0.488078594,TRUE
29.83,-1.1017,17.4233,0.552090645,TRUE
29.83,0.413,13.7733,0.464070082,TRUE
28.8,0.0376,12.0499,0.408068657,TRUE
28.8,0.6661,15.3678,0.600092649,TRUE
27.77,-0.4865,11.718,0.424069643,TRUE
27.77,0.2852,11.0126,0.416064262,TRUE
26.75,0.0589,12.5741,0.480087519,TRUE
26.75,0.2702,11.0125,0.440056086,TRUE
26.75,-0.0283,10.258,0.408058643,TRUE
25.2,-0.0897,13.3122,0.520085573,TRUE
23.66,0.5547,11.5204,0.504080296,TRUE
23.66,0.6147,11.2924,0.584089994,TRUE
22.63,-2.3871,12.0965,0.416069984,TRUE
22.63,1.1327,13.4467,0.600095034,TRUE
21.09,1.2192,7.8237,0.464073181,TRUE
21.09,-0.4069,7.544,0.408063412,TRUE
20.06,-0.792,12.574,0.552091837,TRUE
20.06,1.4908,7.3462,0.456070662,TRUE
19.54,-1.1473,11.8686,0.536086321,TRUE
19.54,0.6905,10.0412,0.544085264,TRUE
19.03,-0.027,9.2206,0.496088266,TRUE
19.03,0.7594,7.8237,0.536082268,TRUE
18,-1.0789,9.8437,0.496083975,TRUE
17.49,0.179,24.3438,1.400238276,TRUE
15.94,0.016,26.0673,1.52023387,TRUE
15.94,0.916,6.3607,0.504075289,TRUE
15.43,-0.474,8.3836,0.552092552,TRUE
15.43,-0.0012,8.2655,0.54408741,TRUE
14.4,0.0115,13.6441,0.9041996,TRUE
13.88,0.3896,10.3208,0.88008976,TRUE
13.88,-0.7698,6.7702,0.448074102,TRUE
13.37,0.7624,5.063,0.424066544,TRUE
13.37,-0.1153,13.757,1.048164368,TRUE
12.34,0.1346,16.5361,1.48023653,TRUE
11.83,-0.5043,7.41,0.536088943,TRUE
11.31,0.2179,12.5101,1.088167429,TRUE
9.77,0.1029,17.8647,1.856290817,TRUE
7.97,0.0747,15.944,1.944311142,TRUE
6.68,0.0332,14.9886,1.984306812,TRUE
6.43,0.1373,8.2022,1.472228765,TRUE
6.68,-0.0017,22.3337,3.960651875,TRUE
6.68,0.0939,2.7582,0.536065578,TRUE
7.2,0.0298,9.0598,1.984333754,TRUE
7.2,-32.8478,5256.8719,4.032628775,TRUE
59.67,6.8923,29.5734,0.305389166,TRUE
59.67,6.8923,29.5734,0.305389166,TRUE
60.18,6.8923,32.8151,0.550004721,TRUE
60.18,-1.648,36.8996,0.539596081,TRUE
60.18,1.7536,31.6592,0.534922361,TRUE
60.18,1.3953,28.1925,0.545026064,TRUE
60.7,-1.2688,32.8759,0.560101271,TRUE
60.7,-1.9021,37.9314,0.55007267,TRUE
60.7,3.646,22.8417,0.424821377,TRUE
60.7,-1.5508,26.2678,0.43501687,TRUE
60.7,-1.8186,30.79,0.450078249,TRUE
60.7,1.9228,28.4925,0.480000257,TRUE
60.7,0.818,28.4408,0.514969349,TRUE
60.7,-3.1675,34.091,0.484984159,TRUE
60.7,3.3348,26.9731,0.500062943,FALSE
60.7,-2.3749,26.0326,0.410033941,FALSE
60.7,-1.1681,30.5127,0.444888353,FALSE
60.18,3.7342,23.6293,0.455120564,FALSE
60.18,-0.0408,26.5811,0.509971619,FALSE
59.16,-2.8231,29.8668,0.460414886,FALSE
59.16,2.3075,29.7995,0.574521542,FALSE
58.13,-0.6858,32.6467,0.585035563,FALSE
58.13,-2.1252,31.5909,0.480048656,FALSE
56.58,2.6182,28.4251,0.549937248,FALSE
54.53,-1.9297,36.7127,0.584988594,FALSE
54.53,3.924,22.1146,0.515019894,FALSE
52.47,0.2016,18.9254,0.450074196,FALSE
52.47,-2.2682,30.6139,0.561351299,FALSE
50.41,1.8063,24.7614,0.553574562,FALSE
50.41,-1.1869,24.4825,0.485900402,FALSE
48.35,0.5347,23.8477,0.499238968,FALSE
48.35,0.6265,25.2285,0.569924355,FALSE
47.32,-1.6069,22.8165,0.444956779,FALSE
47.32,1.7097,21.2934,0.495547771,FALSE
46.29,-0.3555,21.176,0.474547148,FALSE
46.29,-0.0478,23.5761,0.525434256,FALSE
44.24,1.4316,18.9251,0.500004053,FALSE
42.18,-1.9576,25.4316,0.529629707,FALSE
42.18,2.0494,16.1476,0.404902697,FALSE
42.18,-0.2982,17.0743,0.415480852,FALSE
41.15,1.6102,17.8258,0.550006151,FALSE
41.15,-1.4157,19.6789,0.500066519,FALSE
38.06,2.2517,13.3245,0.454512596,FALSE
38.06,-1.5629,22.393,0.584957361,FALSE
35.49,0.7168,18.0065,0.52003026,FALSE
35.49,-1.1223,18.7093,0.470088005,FALSE
33.43,3.8668,10.3072,0.464958906,TRUE
33.43,-1.7256,19.2161,0.595829248,TRUE
31.38,0.6745,16.2128,0.569144249,TRUE
29.83,-0.7871,16.9031,0.520081997,TRUE
29.83,1.7944,11.4658,0.474896669,TRUE
29.83,-0.6942,12.1069,0.44548893,TRUE
28.29,0.5128,12.3314,0.500011444,TRUE
28.29,-0.1258,10.3071,0.409541368,TRUE
27.26,0.1551,12.7928,0.524967432,TRUE
27.26,-0.1466,13.4494,0.535025835,TRUE
26.23,-1.1743,14.3587,0.470001221,TRUE
26.23,1.5,10.9487,0.460478544,TRUE
25.72,-0.5541,15.4535,0.574514389,TRUE
25.72,0.8114,12.2966,0.545026064,TRUE
25.72,-0.9261,12.937,0.480477571,TRUE
25.2,0.174,14.2928,0.550005674,TRUE
25.2,0.7682,9.6752,0.424573898,TRUE
25.2,-1.3903,12.4922,0.434984207,TRUE
24.17,1.9734,8.5212,0.409980774,TRUE
23.14,-0.0236,21.7593,1.034989834,TRUE
23.14,-0.6802,9.6099,0.40504384,TRUE
22.63,0.7494,11.2882,0.579981089,TRUE
22.63,-0.1417,10.7059,0.530009747,TRUE
21.6,-1.7036,12.2965,0.444984198,TRUE
21.6,1.3484,10.4392,0.495045424,TRUE
20.57,0.9121,7.4134,0.429980755,TRUE
20.57,0.1733,7.5788,0.460482359,TRUE
19.54,-0.8145,11.0798,0.534532309,TRUE
19.54,0.7302,9.6752,0.585005045,TRUE
19.03,-0.5695,11.0155,0.560101509,TRUE
19.03,0.4069,9.6099,0.550004005,TRUE
18.51,-0.4594,11.7607,0.584891319,TRUE
18,0.854,8.5821,0.555184364,TRUE
18,0.083,6.7894,0.449872255,TRUE
18,-1.3791,8.1999,0.399974108,TRUE
17.49,0.3221,11.0798,0.594987631,TRUE
17.49,0.1206,8.0535,0.445053577,TRUE
17.49,1.3013,5.3495,0.420070171,TRUE
17.49,-1.35,8.4116,0.450004816,TRUE
16.97,0.2216,7.8869,0.444952011,TRUE
16.97,0.8137,5.982,0.415023804,TRUE
16.97,-0.5784,10.4804,0.590090513,TRUE
16.97,-0.0468,8.2644,0.459851503,TRUE
16.46,-0.04,8.992,0.494988918,TRUE
16.46,1.1689,6.7045,0.585032701,TRUE
16.46,-0.9634,8.5139,0.519995689,TRUE
16.46,-0.008,8.3786,0.510480642,TRUE
15.94,-0.8093,9.3366,0.464510918,TRUE
15.94,1.0642,7.9415,0.555093765,TRUE
15.94,-0.3427,9.2469,0.570004225,TRUE
67.9,3.7987,61.9463,0.976160765,TRUE
67.9,1.6325,30.8843,0.568096876,TRUE
67.9,-0.9152,110.6438,1.608224154,TRUE
67.9,-1305.5705,32.8173,0.048012495,TRUE
67.9,120.8571,30.4378,0.528075218,TRUE
67.9,1.6435,37.5356,0.856207132,TRUE
67.9,-11.4416,26.4488,0.327984571,TRUE
67.9,-27.6114,41.9754,0.272035837,TRUE
67.9,19.5171,25.8887,0.568079233,TRUE
67.39,-0.8875,82.5582,1.424217463,FALSE
67.39,-1.0037,33.3567,0.528086662,FALSE
67.39,2.1079,25.5594,0.480066538,FALSE
66.87,-6.92,33.0274,0.408076048,FALSE
66.87,-708.5515,33.6274,0.063986063,FALSE
66.36,35.2964,60.7557,1.392223835,FALSE
65.33,-3.3268,79.7991,1.032156944,FALSE
64.81,1.2613,64.1079,0.984157801,FALSE
64.3,-3.9055,69.6793,0.744122267,FALSE
62.76,0.7407,126.1485,1.528367043,FALSE
61.73,-38.7465,22.9376,0.16002059,FALSE
61.73,13.9428,36.7757,0.448067665,FALSE
60.7,6.0198,28.4713,0.664108038,FALSE
60.7,-0.1405,37.352,0.84813714,FALSE
60.18,-3.6212,29.3262,0.480064631,FALSE
60.18,-2.0787,28.3223,0.408063412,FALSE
58.64,0.406,61.4856,0.936141729,FALSE
58.64,2.5879,32.9308,0.680111408,FALSE
57.61,-1.6027,22.8659,0.416055679,FALSE
55.55,-1.6085,55.3586,0.816113949,FALSE
54.53,1.9146,46.7837,0.928143024,FALSE
52.47,-0.8311,60.7092,1.032155991,FALSE
51.44,4.6878,18.7091,0.592089176,FALSE
51.44,-2.1081,23.7502,0.552161217,FALSE
48.87,-0.9198,18.648,0.399989605,FALSE
48.87,1.4734,24.8075,0.672103882,FALSE
46.81,-23.2116,20.8193,0.232030153,FALSE
45.27,6.0554,23.0439,0.328044176,FALSE
42.18,4.9096,24.4891,0.57608676,FALSE
42.18,2.1609,21.2931,0.968167067,FALSE
40.12,-13.6969,19.1031,0.304036379,FALSE
40.12,0.5073,18.644,0.30404973,FALSE
36.52,4.0848,21.3596,0.536074162,FALSE
36.52,2.8179,13.7171,0.568093777,FALSE
33.95,-4.7196,20.1111,0.448069096,TRUE
33.95,3.4864,14.3589,0.552088261,TRUE
33.95,-0.2519,11.9238,0.440066576,TRUE
30.86,-1.6736,14.1144,0.416061878,TRUE
30.86,0.847,14.9898,0.504078388,TRUE
27.77,1.8477,11.9238,0.944154978,TRUE
24.69,-25.8149,14.5422,0.216024399,TRUE
24.69,8.1842,14.1146,0.41605258,TRUE
21.09,3.1454,9.3247,0.560104609,TRUE
21.09,-0.1378,10.1863,0.584161043,TRUE
18,0.8796,8.4579,0.80806303,TRUE
18,-24.2232,9.2015,0.176011086,TRUE
14.91,8.2526,5.7885,0.504069805,TRUE
14.91,-1.0683,7.0822,0.440060616,TRUE
12.34,1.1746,5.2203,0.512007952,TRUE
12.34,0.2999,7.0045,0.944218397,TRUE
10.8,-293.3082,3.1823,0.031997442,TRUE
10.8,20.4119,4.3749,0.448068857,TRUE
10.8,0.1136,4.2913,0.464080334,TRUE
9.25,0.3887,4.2504,0.616170883,TRUE
7.71,-0.7539,4.1489,0.415987253,TRUE
7.71,1.0148,2.4978,0.512092352,TRUE
7.71,-0.7872,4.1206,0.480057478,TRUE
6.68,1.0469,1.7938,0.424068928,TRUE
6.68,-1.1229,3.6662,0.416068792,TRUE
6.68,-0.1952,3.9974,0.416057825,TRUE
6.68,0.7391,2.5082,0.968156338,TRUE
6.68,-18.2667,3.6662,0.136011124,TRUE
6.68,3.7704,4.5461,0.464069843,TRUE
6.68,0.9753,2.4343,0.600176096,TRUE
6.68,-1.106,4.68,0.495997429,TRUE
6.94,0.508,3.8115,0.584098101,TRUE
7.2,-0.454,4.0725,0.472055435,TRUE
7.2,-0.992,7.1181,0.52007699,TRUE
7.2,1.1408,2.7001,0.976148605,TRUE
7.45,-0.5932,4.7444,0.696115732,TRUE
63.27,7.3625,37.7428,0.420005798,TRUE
63.27,7.3625,37.7428,0.420005798,TRUE
63.27,7.3625,25.5619,0.440021276,TRUE
63.27,-1.2449,31.395,0.489980459,TRUE
63.27,0.285,61.2797,1.00000596,TRUE
63.27,-4.3846,37.2892,0.460022926,TRUE
63.79,3.7322,33.5112,0.550003052,TRUE
63.79,-0.4498,34.8455,0.550003529,TRUE
63.79,2.3419,23.4292,0.439980984,TRUE
63.79,-4.0022,30.1557,0.430010796,TRUE
63.79,-0.0081,41.403,0.589997053,TRUE
63.79,2.1118,34.1951,0.590022326,TRUE
63.27,-0.4908,68.8893,1.089984655,FALSE
63.27,0.1706,64.5179,1.050005436,FALSE
63.27,-1.7363,37.3492,0.530002117,FALSE
62.76,1.0864,37.2901,0.580024958,FALSE
62.76,0.5594,61.4571,1.050005674,FALSE
62.76,-3.4844,29.7402,0.409985304,FALSE
62.24,2.6127,29.8644,0.500001431,FALSE
62.24,-0.9768,32.9532,0.509999037,FALSE
61.73,0.9735,34.2661,0.580024958,FALSE
61.73,-0.95,28.4713,0.45000267,FALSE
59.16,2.19,26.2656,0.500002623,FALSE
59.16,-1.867,30.8436,0.500011921,FALSE
56.58,1.236,32.1739,0.589973211,FALSE
56.58,-1.1659,30.788,0.510024071,FALSE
54.01,1.1764,49.9375,1.029984713,FALSE
51.44,-0.8796,30.4398,0.570023775,FALSE
51.44,0.2239,58.9902,1.159986973,FALSE
45.27,0.4322,62.5,1.390029192,FALSE
45.27,0.3271,24.9986,0.579982042,FALSE
43.21,-0.0747,25.2465,0.58001256,FALSE
43.21,0.3553,19.2851,0.459991455,FALSE
40.12,0.7105,21.293,0.560004473,FALSE
40.12,-0.4611,20.1421,0.500002384,FALSE
38.06,1.2514,17.0741,0.500002623,FALSE
38.06,-0.3641,19.8615,0.550001144,FALSE
35.49,0.6238,13.7776,0.410003901,FALSE
